id,brand,name,image_url,link_url,ingredients,created_at,updated_at
26,9lives,Hearty Cuts With Real Turkey & Cheese In Gravy,https://catfooddb.com//img/products/9lives\/Hearty_Cuts_With_Real_Turkey___Cheese_In_Gravy_wet.png,https://www.chewy.com//9-lives-hearty-cuts-real-turkey/dp/127827,"Water Sufficient For Processing, Meat By-products, Turkey, Chicken, Soy Protein Concentrate, Soy Flour, Modified Food Starch, Dried Cheese, Wheat Flour, Glycine, Natural Flavor, Brewers Dried Yeast, Salt, Choline Chloride, Dl-methionine, Titanium Dioxide (color), Taurine, Vitamins (vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, D-calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Caramel Color, Minerals (ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Red 3, Potassium Sorbate (a Preservative), Glycerol Monostearate, Beta-carotene (color), Canthaxanthin (color).",2024-05-01 18:54:42.636262,
27,9lives,Hearty Cuts With Real Chicken & Beef In Gravy,https://catfooddb.com//img/products/9lives\/Hearty_Cuts_With_Real_Chicken___Beef_In_Gravy_wet.png,https://www.chewy.com//9-lives-hearty-cuts-real-beef/dp/127786,"Water Sufficient For Processing, Meat By-products, Chicken, Beef, Soy Protein Concentrate, Wheat Flour, Modified Food Starch, Natural Flavor, Steamed Bone Meal, Salt, Caramel Color, Sodium Tripolyphosphate, Potassium Chloride, Choline Chloride, Iron Oxide (color), Vitamins (vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, D-calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Taurine, Minerals (ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite)",2024-05-01 18:54:42.848281,
28,9lives,Meaty Paté With Real Ocean Whitefish,https://catfooddb.com//img/products/9lives\/Meaty_Pat___With_Real_Ocean_Whitefish_wet.png,https://www.chewy.com//9-lives-meaty-pate-real-ocean/dp/127846,"Meat By-products, Ocean Whitefish, Water Sufficient For Processing, Poultry By-products, Chicken, Animal Digest, Brewers Rice, Titanium Dioxide (color), Dried Whey Solubles, Guar Gum, Salt, Potassium Chloride, Choline Chloride, Carrageenan, Vitamins (vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, D-calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Sodium Tripolyphosphate, Taurine, Minerals (ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Sodium Nitrite (to Promote Color Retention)",2024-05-01 18:54:43.091106,
29,9lives,Meaty Paté With Real Chicken & Tuna,https://catfooddb.com//img/products/9lives\/Meaty_Pat___With_Real_Chicken___Tuna_wet.png,https://www.chewy.com//9-lives-meaty-pate-real-chicken-tuna/dp/127837,"Water Sufficient For Processing, Meat By-products, Chicken, Poultry By-products, Fish, Tuna, Brewers Rice, Potassium Chloride, Salt, Sodium Tripolyphosphate, Guar Gum, Titanium Dioxide (color), Calcium Carbonate, Choline Chloride, Carrageenan, Vitamins (vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, D-calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Taurine, Minerals (ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Sodium Nitrite (for Color Retention)",2024-05-01 18:54:43.394595,
30,9lives,Meaty Paté With Real Chicken,https://catfooddb.com//img/products/9lives\/Meaty_Pat___With_Real_Chicken_wet.png,https://www.chewy.com/9-lives-meaty-pate-real-chicken/dp/127840,"Meat By-products, Water Sufficient For Processing, Chicken, Poultry By-products, Fish, Brewers Rice, Titanium Dioxide (color), Potassium Chloride, Salt, Sodium Tripolyphosphate, Guar Gum, Calcium Carbonate, Choline Chloride, Carrageenan, Vitamins (vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, D-calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Taurine, Minerals (ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Beta-carotene (color), Sodium Nitrite (to Promote Color Retention)",2024-05-01 18:54:43.827119,
31,9lives,Meaty Paté With Real Beef,https://catfooddb.com//img/products/9lives\/Meaty_Pat___With_Real_Beef_wet.png,https://www.chewy.com//9-lives-meaty-favorites-variety-pack/dp/127847,"Meat By-products, Water Sufficient For Processing, Poultry By-products, Fish, Chicken, Beef, Brewers Rice, Calcium Carbonate, Potassium Chloride, Salt, Sodium Tripolyphospate, Guar Gum, Dried Whey Solubles, Caramel Color, Choline Chloride, Carrageenan, Vitamins (vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, D-calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Taurine, Minerals (ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Sodium Nitrite (to Promote Color Retention)",2024-05-01 18:54:44.060196,
912,feline natural,Lamb,https://catfooddb.com//img/products/feline natural\/Lamb_wet.png,https://www.chewy.com/feline-natural-lamb-feast-grain-free/dp/183886,"Lamb, Water Sufficient for Processing, Lamb Tripe, Lamb Heart, Lamb Kidney, Lamb Spleen, Lamb Liver, Lamb Blood, Ground Lamb Bone, New Zealand Green Mussel, Fish Oil, Flaxseed Flakes, Dipotassium Phosphate, Dried Kelp, Salt, Taurine, Vitamin E Supplement, Magnesium Oxide, Zinc Proteinate, Copper Proteinate, Manganese Proteinate, Thiamine Mononitrate, Folic Acid, Vitamin D3 Supplement",2024-05-01 18:59:37.172615,
32,9lives,Meaty Paté Super Supper,https://catfooddb.com//img/products/9lives\/Meaty_Pat___Super_Supper_wet.png,https://www.chewy.com//9-lives-meaty-pate-super-supper/dp/127834,"Meat By-products, Water Sufficient For Processing, Poultry By-products, Fish, Chicken, Brewers Rice, Potassium Chloride, Salt, Sodium Tripolyphosphate, Guar Gum, Dried Whey Product, Titanium Dioxide (color), Choline Chloride, Carrageenan, Vitamins (vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, D-calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Taurine, Minerals (ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Sodium Nitrite (to Promote Color Retention)",2024-05-01 18:54:44.298826,
33,9lives,Meaty Paté Seafood Platter,https://catfooddb.com//img/products/9lives\/Meaty_Pat___Seafood_Platter_wet.png,https://www.chewy.com//9-lives-meaty-pate-seafood-platter/dp/127830,"Meat By-products, Water Sufficient For Processing, Fish, Chicken, Poultry By-products, Brewers Rice, Potassium Chloride, Salt, Sodium Tripolyphosphate, Guar Gum, Dried Whey Solubles, Titanium Dioxide (color), Calcium Carbonate, Shrimp, Crab, Choline Chloride, Carrageenan, Vitamins (vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, D-calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Taurine, Minerals (ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Sodium Nitrite (to Promote Color Retention)",2024-05-01 18:54:44.659706,
34,9lives,Hearty Cuts With Real Chicken & Fish In Gravy,https://catfooddb.com//img/products/9lives\/Hearty_Cuts_With_Real_Chicken___Fish_In_Gravy_wet.png,https://www.amazon.com/exec/obidos/ASIN/B005FGPWYS/catfood00b-20,"Water Sufficient For Processing, Meat By-products, Chicken, Fish, Wheat Flour, Soy Protein Concentrate, Modified Food Starch, Natural Flavor, Sodium Tripolyphosphate, Soy Flour, Steamed Bone Meal, Titanium Dioxide (color), Potassium Chloride, Glycine, Salt, Choline Chloride, Vitamins (vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, D-calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Taurine, Minerals (ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Iron Oxide (color)",2024-05-01 18:54:44.951882,
35,9lives,Tender Morsels With Real Chicken In Sauce,https://catfooddb.com//img/products/9lives\/Tender_Morsels_With_Real_Chicken_In_Sauce_wet.png,https://www.amazon.com/exec/obidos/ASIN/B06Y1114H3/catfood00b-20,"Water Sufficient For Processing, Meat By-products, Chicken, Fish, Wheat Flour, Soy Protein Concentrate, Modified Food Starch, Natural Flavor, Titanium Dioxide (color), Sodium Tripolyphosphate, Steamed Bone Meal, Caramel Color, Potassium Chloride, Choline Chloride, Salt, Vitamins (vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, D-calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Taurine, Minerals (ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Iron Oxide (color).",2024-05-01 18:54:45.177271,
36,9lives,Indoor Complete,https://catfooddb.com//img/products/9lives\/Indoor_Complete_dry.png,https://www.chewy.com//9-lives-indoor-complete-chicken/dp/204548,"Whole Ground Corn, Chicken By-product Meal, Corn Gluten Meal, Soybean Meal, Whole Wheat, Meat & Bone Meal, Animal Fat (preserved With Mixed Tocopherols), Animal Digest, Soybean Hulls, Salmon Meal, Dehydrated Alfalfa Pellets, Salt, Phosphoric Acid, Titanium Dioxide (color), Choline Chloride, Vitamins (vitamin E Supplement, Niacin, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, D-calcium Pantothenate, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Menadione Sodium Bisulfite Complex (source Of Vitamin K Activity), Vitamin D3 Supplement, Folic Acid, Biotin), Potassium Chloride, Minerals (ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Taurine, Red 40, Lactic Acid, Bha (used As Preservative), Yellow 5, Yellow 6, Blue 1, Rosemary Extract.",2024-05-01 18:54:45.362552,
37,9lives,Plus Care To Support Urinary Health & More,https://catfooddb.com//img/products/9lives\/Plus_Care_To_Support_Urinary_Health___More_dry.png,"","Whole Ground Corn, Corn Gluten Meal, Poultry By-product Meal, Whole Wheat, Animal Digest, Animal Fat (preserved With Mixed Tocopherols), Meat And Bone Meal, Phosphoric Acid, Calcium Carbonate, Salt, Potassium Chloride, Yeast Culture, Titanium Dioxide (color), Tuna Meal, Choline Chloride, Taurine, Minerals (zinc Oxide, Ferrous Sulfate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), L-lysine, Vitamins (vitamin E Supplement, Niacin Supplement, D-calcium Pantothenate, Thiamine Mononitrate, Riboflavin Supplement, Vitamin A Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Folic Acid, Biotin, Vitamin B12 Supplement, Vitamin D3 Supplement), Egg Product, Dl-methionine, Yellow 5, Red 40, Yellow 6, Lactic Acid, Bha (used As A Preservative), Natural And Artificial Flavor (source Of Grilled Flavor), Blue 1, Rosemary Extract",2024-05-01 18:54:45.710241,
38,acana,"Acana Premium Pâté, Beef, Chicken & Tuna Recipe","https://catfooddb.com//img/products/acana\/Acana_Premium_P__t__,_Beef,_Chicken___Tuna_Recipe_wet.png","","Beef, chicken, beef bone broth, beef liver, tuna, chicken bone broth, pumpkin, salmon oil, locust bean gum, taurine, tricalcium phosphate, potassium chloride, salt, vitamins [vitamin E supplement, thiamine mononitrate, niacin, vitamin A supplement, pyridoxine hydrochloride, calcium pantothenate, riboflavin supplement, folic acid, vitamin D3 supplement, biotin, vitamin B12 supplement], guar gum, minerals [magnesium sulfate, zinc amino acid chelate, iron amino acid chelate, copper amino acid chelate, manganese amino acid chelate, sodium selenite, potassium iodide], choline chloride.",2024-05-01 18:54:45.93133,
39,acana,"Acana Premium Pâté, Lamb & Lamb Liver Recipe","https://catfooddb.com//img/products/acana\/Acana_Premium_P__t__,_Lamb___Lamb_Liver_Recipe_wet.png","","Lamb, lamb liver, beef bone broth, chicken bone broth, lamb kidney, chicken, chicken liver, pumpkin, locust bean gum, taurine, sunflower oil, tricalcium phosphate, salt, vitamins [vitamin E supplement, thiamine mononitrate, niacin, vitamin A supplement, pyridoxine hydrochloride, calcium pantothenate, riboflavin supplement, folic acid, vitamin D3 supplement, biotin, vitamin B12 supplement], guar gum, minerals [potassium chloride, magnesium sulfate, zinc amino acid chelate, iron amino acid chelate, copper amino acid chelate, manganese amino acid chelate, sodium selenite, potassium iodide], choline chloride.",2024-05-01 18:54:46.226627,
243,bff,Chicken & Lamb Selfie Cam!,https://catfooddb.com//img/products/bff\/Chicken___Lamb_Selfie_Cam!_wet.png,https://www.chewy.com/bff-oh-my-gravy-selfie-cam-chicken/dp/159347,"Chicken Broth, Chicken, Lamb, Tuna, Natural Flavor, Potato Starch, Guar Gum, Choline Chloride, Taurine, Zinc Sulfate, Vitamin E Supplement, Thiamine Mononitrate (vitamin B1), Niacin Supplement (vitamin B3), Calcium Pantothenate, Vitamin A Supplement, Manganese Sulfate, Riboflavin Supplement (vitamin B2), Pyridoxine Hydrochloride (vitamin B6), Ferrous Sulfate, Copper Sulfate, Vitamin D3 Supplement, Folic Acid, Vitamin B12 Supplement, Potassium Iodide, Menadione Sodium Bisulfite Complex (source Of Vitamin K)",2024-05-01 18:55:55.605786,
40,acana,"Acana Premium Pâté, Chicken & Fish Recipe","https://catfooddb.com//img/products/acana\/Acana_Premium_P__t__,_Chicken___Fish_Recipe_wet.png","","Chicken, tuna, chicken bone broth, fish bone broth, chicken liver, chicken heart, pumpkin, locust bean gum, taurine, tricalcium phosphate, salt, vitamins [vitamin E supplement, thiamine mononitrate, niacin, vitamin A supplement, pyridoxine hydrochloride, calcium pantothenate, riboflavin supplement, folic acid, vitamin D3 supplement, biotin, vitamin B12 supplement, menadione sodium bisulfite complex], guar gum, minerals [potassium chloride, magnesium sulfate, zinc amino acid chelate, iron amino acid chelate, copper amino acid chelate, manganese amino acid chelate, sodium selenite, potassium iodide], choline chloride",2024-05-01 18:54:46.457619,
41,acana,Indoor Entrée,https://catfooddb.com//img/products/acana\/Indoor_Entr__e_dry.png,https://www.chewy.com/acana-indoor-entree-adult-dry-cat/dp/285983,"Chicken, chicken meal, herring meal, oat groats, whole peas, chicken fat, ground miscanthus grass, turkey, whole green lentils, whole chickpeas, whole herring, natural chicken flavor, lentil fiber, rabbit, chicken liver, chicken heart, whole cranberries, dried kelp, choline chloride, zinc proteinate, mixed tocopherols (preservative), vitamin E supplement, taurine, vitamin D3 supplement, vitamin A acetate, L-carnitine, DL-methionine, copper proteinate, biotin, niacin, thiamine mononitrate, riboflavin, calcium pantothenate, pyridoxine hydrochloride, folic acid, vitamin B12 supplement, ascorbic acid (vitamin C), citric acid (preservative), rosemary extract, dried Lactobacillus acidophilus fermentation product, dried Bifidobacterium animalis fermentation product, dried Lactobacillus casei fermentation product",2024-05-01 18:54:46.880042,
42,acana,Meadowlands,https://catfooddb.com//img/products/acana\/Meadowlands_dry.png,https://www.chewy.com//acana-meadowlands-grain-free-dry-cat/dp/285997,"Chicken, turkey, chicken liver, chicken meal, catfish meal, pollock meal, whole red lentils, whole pinto beans, chicken fat, whole green lentils, whole chickpeas, pea starch, turkey meal, trout, eggs, catfish, fish oil, turkey giblets (liver, heart, gizzard), chicken heart, lentil fiber, natural chicken flavor, choline chloride, freeze-dried turkey, dried kelp, whole cranberries, whole pumpkin, zinc proteinate, vitamin E supplement, mixed tocopherols (preservative), taurine, collard greens, whole pears, whole apples, vitamin D3 supplement, vitamin A acetate, biotin, copper proteinate, DL-methionine, niacin, thiamine mononitrate, riboflavin, calcium pantothenate, pyridoxine hydrochloride, folic acid, vitamin B12 supplement, ascorbic acid (vitamin C), dried chicory root, turmeric, sarsaparilla root, althea root, rosehips, juniper berries, citric acid (preservative), rosemary extract, dried Lactobacillus acidophilus fermentation product, dried Bifidobacterium animalis fermentation product, dried Lactobacillus casei fermentation product.",2024-05-01 18:54:47.143667,
43,acana,Grasslands,https://catfooddb.com//img/products/acana\/Grasslands_dry.png,https://www.chewy.com//acana-grasslands-grain-free-dry-cat/dp/285994,"Duck, chicken, eggs, chicken meal, turkey meal, catfish meal, whole red lentils, whole pinto beans, chicken fat, turkey, whole green lentils, whole chickpeas, pea starch, chicken liver, quail, fish oil, duck meal, lentil fiber, chicken hearts, natural chicken flavor, duck liver, freeze-dried turkey, choline chloride,whole cranberries,whole pumpkin, collard greens, whole pears, whole apples, dried kelp, zinc proteinate, vitamin E supplement, mixed tocopherols (preservative), taurine, vitamin D3 supplement, vitamin A acetate, niacin, thiamine mononitrate, riboflavin, calcium pantothenate, pyridoxine hydrochloride, folic acid, vitamin B12 supplement, biotin, copper proteinate, DL-methionine, ascorbic acid (vitamin C), dried chicory root, turmeric, sarsaparilla root, althea root, rosehips, juniper berries, citric acid (preservative), rosemary extract, dried Lactobacillus acidophilus fermentation product, dried Bifidobacterium animalis fermentation product, dried Lactobacillus casei fermentation product.",2024-05-01 18:54:47.396245,
44,acana,First Feast Kitten,https://catfooddb.com//img/products/acana\/First_Feast_Kitten_dry.png,https://www.chewy.com/acana-first-feast-high-protein-kitten/dp/286013,"Chicken, chicken meal, herring meal, oat groats, whole peas, chicken fat, turkey meal, whole green lentils, whole chickpeas, whole herring, eggs, fish oil, natural chicken flavor, lentil fiber, quail, chicken liver, chicken heart, whole cranberries, dried kelp, choline chloride, zinc proteinate, mixed tocopherols (preservative), vitamin E supplement, taurine, vitamin D3 supplement, vitamin A acetate, copper proteinate, biotin, DL-methionine, niacin, thiamine mononitrate, riboflavin, calcium pantothenate, pyridoxine hydrochloride, folic acid, vitamin B12 supplement, ascorbic acid (vitamin C), citric acid (preservative), rosemary extract, dried Lactobacillus acidophilus fermentation product, dried Bifidobacterium animalis fermentation product, dried Lactobacillus casei fermentation product",2024-05-01 18:54:47.801942,
45,acana,"Acana Premium Pâté, Chicken & Tuna Kitten Recipe","https://catfooddb.com//img/products/acana\/Acana_Premium_P__t__,_Chicken___Tuna_Kitten_Recipe_wet.png","","Chicken, tuna, chicken bone broth, fish bone broth, chicken liver, salmon oil, tricalcium phosphate, locust bean gum, taurine, salt, vitamins [vitamin E supplement, thiamine mononitrate, niacin, vitamin A supplement, pyridoxine hydrochloride, calcium pantothenate, riboflavin supplement, folic acid, vitamin D3 supplement, biotin, vitamin B12 supplement, menadione sodium bisulfite complex], guar gum, minerals [potassium chloride, magnesium sulfate, zinc amino acid chelate, iron amino acid chelate, copper amino acid chelate, manganese amino acid chelate, sodium selenite, potassium iodide], choline chloride.",2024-05-01 18:54:47.991143,
